GEOID,AREA
511690303003024,1
511850206004011,1
511210202022008,1
511970501013014,1
510350805022000,1
511910102001012,1
511730304002090,1
511059504001065,1
510639201021035,1
511670302021035,1
516400701013023,1
511910103012018,1
511210207021002,1
511730301002062,1
510719302001018,1
511670301003020,1
511970503022030,1
511959316002033,1
510270101004034,1
511690305001094,1
511959315002012,1
511690305001066,1
511910107003046,1
511210206004001,1
511850202004034,1
511210211011013,1
511210208011041,1
511552102013039,1
511059505003016,1
510350802004021,1
511970501012082,1
511210213001026,1
510350806032013,1
511610307021012,1
511670306002000,1
511910108002026,1
511210208013011,1
511959309001043,1
510639202011005,1
511210206001008,1
510210401003027,1
511210207012015,1
516400701021001,1
510719302002041,1
511970502021000,1
511730307011061,1
510719302002025,1
511730303012017,1
510350806041003,1
510450501001005,1
511210214002062,1
510270105001050,1
511210208013055,1
511610312011024,1
511610306013019,1
511959315003010,1
511910108002030,1
510770601012029,1
511959308002023,1
511410302012029,1
511850201001084,1
510770603001051,1
510350803004012,1
511730301001045,1
511959313001012,1
511410303011026,1
510270106002035,1
511970501012074,1
510270106001010,1
511850204003058,1
511670304021002,1
511850210003001,1
510210401002027,1
511910105012004,1
511730306003017,1
510770602021107,1
511059502003014,1
515200203002011,1
511210214004015,1
511670303002034,1
515200202013004,1
510350804021044,1
510719302002028,1
511552105001043,1
515200204002011,1
510719304004013,1
511690302002029,1
511210212022002,1
511690301002012,1
510510402001004,1
511410302022026,1
511970504021006,1
511959313002007,1
511730307023039,1
510510404004017,1
517209601002007,1
510270106001040,1
510719303006030,1
510770602021116,1
511690302003023,1
510770602011026,1
511610309005000,1
510510401001041,1
511552102013000,1
510719304002065,1
511690301002028,1
510770601013017,1
510210402001061,1
511959314001052,1
511850210004014,1
511670305001022,1
510510401003052,1
511410302021028,1
511610308024006,1
511730301001016,1
511552106001047,1
511850203022019,1
511059504001048,1
511690301002005,1
510510403002032,1
511959313001057,1
511670302013062,1
511410302011033,1
511970503021048,1
510510402002007,1
511850202004042,1
511910109003093,1
510770601022012,1
510770603002089,1
511850203013000,1
516400701011014,1
511730307014016,1
511910103022114,1
511959309002015,1
511910107002034,1
511690303001038,1
510270102002032,1
511970502022024,1
511850211021005,1
511552105003055,1
511610301001019,1
511910106013018,1
511670305001039,1
511059501005027,1
510770601021062,1
511690304002091,1
511910103021054,1
511410302011013,1
511059504003026,1
511850203021058,1
511210209003019,1
511210205002004,1
510350804021010,1
511730303012034,1
510450501002050,1
510719304002051,1
511059503021022,1
511910101021014,1
511910104021065,1
511670304041023,1
511910102001004,1
511059504003051,1
511690304002013,1
511059506004026,1
511690305002067,1
511410301023010,1
511690303003037,1
510450501004051,1
511210213003043,1
510350805012000,1
511690303001005,1
511850207002006,1
511610305021005,1
511210205004018,1
511910101013002,1
511552105002004,1
511910109002007,1
511690302003054,1
511959315003026,1
511730304002053,1
511690304001033,1
510770601013026,1
511610311012009,1
511850206002040,1
511730301004007,1
511610301002010,1
511552105003020,1
511210215011017,1
511059504003065,1
511670301003021,1
511959308002025,1
511730303023000,1
511910107001044,1
511210215012057,1
510210402001038,1
517209601001035,1
511210211021008,1
510719304003046,1
511959311001059,1
511552105003001,1
511059505003018,1
511059501004006,1
510350805011104,1
511552102021035,1
511670301002014,1
510270101001052,1
511850203021028,1
515200201001023,1
511850206001027,1
511910108001044,1
510350804021003,1
511210205001009,1
511690304003010,1
511690301003001,1
511610303001037,1
515200202013074,1
511552101021027,1
511059504001015,1
511610308032004,1
511910104021052,1
511910101013005,1
510719304003006,1
511690301003007,1
510639202011033,1
511959316001051,1
511730304002059,1
511910105022011,1
510450501003041,1
511730304002063,1
511910110002013,1
510770602021088,1
511959315003000,1
510510403002002,1
510210402001035,1
511210209002019,1
511970503011026,1
511690306004000,1
511690306002041,1
511670302022049,1
511059501001040,1
511910106021017,1
511670304021056,1
510639201042025,1
511730302002001,1
511210208013039,1
511059503011011,1
510719302003048,1
511059505003043,1
511210210003017,1
511670304022014,1
517500101011029,1
510450501004060,1
510719303004004,1
511730303013029,1
510510403001017,1
510719301002030,1
517750103003000,1
510770601011010,1
511059505003033,1
511410302022019,1
511670306003001,1
517500102021070,1
511610312011014,1
511730307014019,1
511690302002015,1
511410302022034,1
511210214003024,1
511910110003076,1
510450501004013,1
517750103002097,1
517209601001028,1
511552102012007,1
510770602013031,1
511210203022024,1
511850209001048,1
511610310002002,1
511910108002045,1
511970503021022,1
511959313002038,1
511210206001001,1
511730302001018,1
511910109003021,1
511059502004031,1
511959307001038,1
511970504022038,1
511210211022004,1
511059505004014,1
511970502011033,1
511970501011035,1
510639202012046,1
511970503022000,1
510719301002024,1
511730302004013,1
511410301011049,1
510450501002033,1
510510403003028,1
511959308001013,1
510770602021046,1
511610310002005,1
511210204021000,1
511670303001042,1
510210401001037,1
517750103004028,1
511970504023002,1
510770603001039,1
510270102003017,1
510210401003020,1
511670304022018,1
510639201023014,1
511210214004029,1
511970502012025,1
511970504013028,1
511730305002070,1
517750105021015,1
511959311001068,1
510210401003104,1
511670305001001,1
511970504024015,1
517500102021026,1
510270101001047,1
511210215022033,1
511552101022017,1
510770602023032,1
511670301003012,1
510210401003105,1
510639202012005,1
511552104012038,1
510210401003072,1
511210207022033,1
511059502001021,1
511910106022034,1
511410302011005,1
511959313001031,1
511970504013066,1
511552104012021,1
511610301001024,1
510770601024002,1
511610302012003,1
510350805012094,1
511730306003015,1
510719302003044,1
511959308002004,1
511959311002016,1
510639201031037,1
511910108001017,1
511730307023000,1
517500102022027,1
511850203022006,1
517750103002090,1
511959317002010,1
511910106021030,1
511910105013033,1
511959312005008,1
515200203002037,1
517500102023024,1
511959313002014,1
510350805012022,1
511959314001032,1
510719301002009,1
511210214002069,1
511610301003010,1
517750102001004,1
511910103011062,1
511670303004035,1
511670301004000,1
511059501001024,1
511690303002099,1
511850211021014,1
511910109001040,1
511910101021040,1
511670306004034,1
511910107003020,1
510270107003023,1
511850203021060,1
510270106003005,1
510350806011023,1
510719303004046,1
510210402003046,1
510719302001031,1
511850202002020,1
511910101022005,1
511730305002021,1
511690302002065,1
510770603001006,1
510639202022040,1
511610306011039,1
511610305021028,1
511059506002024,1
516400701021000,1
511059505002038,1
511690302001017,1
511850203021064,1
510719303006011,1
511730307013019,1
510510404003039,1
510350806012019,1
510450501003001,1
511059501005046,1
510350802004005,1
511959315002037,1
511670302012012,1
511959311002025,1
511850206001020,1
510270103002014,1
510270106002070,1
511410302023028,1
510210402003058,1
511552104021033,1
510770602021057,1
510350804021004,1
511730303023009,1
511730301004000,1
511210205002015,1
511210208011062,1
511730303023005,1
511910105023002,1
511670303002001,1
511959311002080,1
511210214003007,1
517750103002037,1
511730301004015,1
511670303004015,1
511910104021033,1
511559802001000,1
511850210001011,1
517750101002036,1
511959308002002,1
517500102011014,1
511210206001004,1
510719303004094,1
517209601003012,1
511670305002007,1
510510401002014,1
510350802002017,1
517750103002073,1
511552101022028,1
510770601013070,1
517500102023002,1
515200204001040,1
511959309001034,1
515200204003019,1
510770601022007,1
511552101013018,1
511959317001023,1
511210203014018,1
510510404003025,1
511970504013040,1
511730303024012,1
510510401004004,1
517750101002046,1
510270104002022,1
511690303002070,1
517750101003027,1
